,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
23726,3.0,,,500.0,2.0,2.0
23727,,,,,,
23728,3.0,2.0,2.0,788.0,2.0,2.0
23729,1.0,2.0,2.0,197.0,2.0,3.0
23730,3.0,4.0,2.0,700.0,2.0,1.0
23731,5.0,2.0,2.0,1833.0,2.0,3.0
23732,3.0,4.0,2.0,500.0,2.0,3.0
23733,3.0,4.0,2.0,775.0,2.0,4.0
23734,,,,,,
23735,,,,,,
23736,3.0,4.0,2.0,788.0,2.0,1.0
23737,3.0,,,788.0,2.0,1.0
23738,4.0,,,1200.0,2.0,1.0
23739,2.0,,,300.0,2.0,4.0
23740,,,,,,
23741,,,,,,
23742,2.0,4.0,2.0,210.0,2.0,4.0
23743,,,,,,
23744,,,,,,
23745,,,,,,
23746,,,,,,
23747,5.0,2.0,2.0,2077.0,2.0,5.0
23748,,,,,,
23749,,,,,,
23750,5.0,2.0,2.0,2000.0,2.0,2.0
23751,3.0,,,497.0,2.0,4.0
23752,4.0,2.0,4.0,1250.0,2.0,2.0
23753,4.0,,,900.0,2.0,1.0
23754,4.0,4.0,2.0,795.0,2.0,4.0
23755,3.0,,,696.0,2.0,3.0
23756,3.0,,,509.0,2.0,4.0
23757,2.0,4.0,2.0,311.0,2.0,1.0
23758,3.0,4.0,2.0,641.0,2.0,2.0
23759,4.0,2.0,2.0,870.0,2.0,1.0
23760,,,,,,
23761,2.0,4.0,2.0,394.0,2.0,2.0
23762,1.0,4.0,2.0,56.0,2.0,2.0
23763,2.0,4.0,2.0,232.0,2.0,2.0
23764,,,,,,
23765,,,,,,
23766,1.0,4.0,2.0,140.0,2.0,2.0
23767,3.0,,,465.0,2.0,2.0
23768,,,,,,
23769,0.0,4.0,2.0,0.0,2.0,2.0
23770,3.0,2.0,2.0,680.0,2.0,3.0
23771,,,,,,
23772,2.0,4.0,2.0,231.0,2.0,7.0
23773,3.0,4.0,2.0,596.0,2.0,3.0
23774,4.0,2.0,2.0,1112.0,2.0,4.0
23775,3.0,2.0,2.0,459.0,2.0,5.0
23776,7.0,2.0,2.0,10000.0,2.0,1.0
23777,2.0,2.0,2.0,266.0,2.0,2.0
23778,0.0,,,0.0,4.0,1.0
23779,4.0,,,1200.0,2.0,1.0
23780,3.0,2.0,2.0,750.0,2.0,3.0
23781,,,,,,
23782,3.0,2.0,2.0,550.0,2.0,4.0
23783,5.0,2.0,2.0,2244.0,2.0,2.0
23784,2.0,2.0,2.0,339.0,2.0,4.0
23785,3.0,4.0,2.0,747.0,2.0,4.0
23786,3.0,,,525.0,4.0,3.0
23787,2.0,4.0,2.0,209.0,2.0,4.0
23788,,,,,,
23789,2.0,2.0,2.0,316.0,2.0,4.0
23790,1.0,,,144.0,2.0,3.0
23791,3.0,2.0,2.0,575.0,2.0,4.0
23792,4.0,2.0,2.0,1050.0,2.0,2.0
23793,6.0,2.0,2.0,3375.0,2.0,2.0
23794,3.0,2.0,2.0,788.0,2.0,2.0
23795,2.0,4.0,2.0,361.0,2.0,2.0
23796,3.0,4.0,2.0,613.0,2.0,3.0
23797,3.0,,,788.0,2.0,2.0
23798,4.0,2.0,2.0,1400.0,2.0,2.0
23799,,,,,,
23800,,,,,,
23801,,,,,,
23802,1.0,4.0,2.0,125.0,2.0,3.0
23803,,,,,,
23804,5.0,2.0,2.0,1641.0,2.0,5.0
23805,3.0,4.0,2.0,770.0,2.0,3.0
23806,3.0,2.0,2.0,500.0,2.0,3.0
23807,6.0,2.0,2.0,2550.0,2.0,2.0
23808,,,,,,
23809,,,,,,
23810,3.0,,,788.0,2.0,1.0
23811,7.0,,,4000.0,2.0,1.0
23812,,,,,,
23813,3.0,4.0,2.0,747.0,2.0,4.0
23814,,,,,,
23815,,,,,,
23816,,,,,,
23817,,,,,,
23818,,,,,,
23819,7.0,2.0,2.0,8000.0,2.0,2.0
23820,,,,,,
23821,7.0,2.0,2.0,6100.0,2.0,4.0
23822,,,,,,
23823,7.0,2.0,2.0,19730.0,2.0,2.0
23824,7.0,4.0,2.0,4500.0,2.0,3.0
23825,,,,,,
23826,7.0,,,14600.0,2.0,2.0
23827,,,,,,
23828,99.0,2.0,2.0,999999999999.0,2.0,2.0
23829,7.0,2.0,2.0,5000.0,2.0,2.0
23830,7.0,2.0,2.0,12500.0,2.0,2.0
23831,7.0,2.0,2.0,5500.0,2.0,3.0
23832,6.0,2.0,2.0,3197.0,2.0,4.0
23833,,,,,,
23834,7.0,2.0,2.0,9000.0,2.0,2.0
23835,4.0,2.0,2.0,900.0,2.0,1.0
23836,,,,,,
23837,,,,,,
23838,7.0,2.0,2.0,4300.0,2.0,2.0
23839,7.0,,,23000.0,2.0,1.0
23840,,,,,,
23841,7.0,,,14000.0,2.0,2.0
23842,,,,,,
23843,7.0,2.0,2.0,5875.0,2.0,4.0
23844,,,,,,
23845,,,,,,
23846,,,,,,
23847,,,,,,
23848,,,,,,
23849,6.0,,,3072.0,2.0,4.0
23850,7.0,2.0,2.0,6500.0,2.0,5.0
23851,,,,,,
23852,,,,,,
23853,7.0,2.0,2.0,4433.0,2.0,3.0
23854,4.0,2.0,2.0,1500.0,2.0,4.0
23855,5.0,,,2000.0,2.0,1.0
23856,,,,,,
23857,7.0,2.0,2.0,6000.0,2.0,1.0
23858,6.0,2.0,2.0,2697.0,2.0,3.0
23859,4.0,2.0,2.0,1030.0,2.0,4.0
23860,5.0,2.0,2.0,1933.0,2.0,2.0
23861,,,,,,
23862,,,,,,
23863,,,,,,
23864,6.0,2.0,2.0,3250.0,2.0,2.0
23865,4.0,2.0,2.0,1162.0,2.0,4.0
23866,7.0,4.0,2.0,11700.0,2.0,1.0
23867,4.0,2.0,2.0,1500.0,2.0,3.0
23868,4.0,,,933.0,2.0,3.0
23869,,,,,,
23870,3.0,2.0,2.0,750.0,2.0,4.0
23871,5.0,2.0,2.0,2280.0,2.0,5.0
23872,4.0,,,1300.0,2.0,1.0
23873,4.0,4.0,2.0,1100.0,2.0,1.0
23874,6.0,2.0,2.0,3000.0,2.0,2.0
23875,6.0,2.0,2.0,2640.0,2.0,5.0
23876,5.0,2.0,2.0,2062.0,2.0,3.0
23877,7.0,2.0,2.0,6850.0,2.0,2.0
23878,7.0,2.0,2.0,12000.0,2.0,1.0
23879,3.0,2.0,2.0,666.0,2.0,2.0
23880,,,,,,
23881,3.0,2.0,2.0,750.0,2.0,2.0
23882,2.0,,,333.0,2.0,3.0
23883,5.0,2.0,2.0,1600.0,2.0,5.0
23884,,,,,,
23885,,,,,,
23886,,,,,,
23887,5.0,4.0,2.0,1750.0,2.0,4.0
23888,,,,,,
23889,,,,,,
23890,3.0,2.0,2.0,750.0,2.0,2.0
23891,,,,,,
23892,4.0,2.0,2.0,1000.0,2.0,4.0
23893,3.0,,,788.0,2.0,1.0
23894,4.0,4.0,2.0,966.0,2.0,3.0
23895,5.0,2.0,2.0,1931.0,2.0,4.0
23896,2.0,4.0,2.0,250.0,2.0,5.0
23897,2.0,,,302.0,2.0,4.0
23898,3.0,,,694.0,2.0,7.0
23899,2.0,4.0,2.0,263.0,2.0,3.0
23900,,,,,,
23901,,,,,,
23902,1.0,,,89.0,2.0,3.0
23903,4.0,4.0,2.0,874.0,2.0,2.0
23904,3.0,,,644.0,2.0,2.0
23905,,,,,,
23906,2.0,4.0,2.0,370.0,2.0,2.0
23907,2.0,4.0,2.0,302.0,2.0,4.0
23908,3.0,,,788.0,4.0,1.0
23909,,,,,,
23910,,,,,,
23911,4.0,4.0,2.0,898.0,2.0,5.0
23912,1.0,,,122.0,2.0,3.0
23913,,,,,,
23914,3.0,,,788.0,4.0,2.0
23915,1.0,,,75.0,2.0,2.0
23916,2.0,4.0,2.0,394.0,2.0,2.0
23917,4.0,,,1217.0,2.0,3.0
23918,3.0,,,788.0,2.0,1.0
23919,4.0,2.0,2.0,906.0,2.0,2.0
23920,1.0,,,55.0,2.0,2.0
23921,1.0,4.0,2.0,45.0,2.0,4.0
23922,,,,,,
23923,4.0,2.0,2.0,851.0,2.0,5.0
23924,,,,,,
23925,3.0,4.0,2.0,450.0,2.0,2.0
23926,5.0,4.0,2.0,2050.0,2.0,2.0
23927,3.0,2.0,2.0,433.0,2.0,3.0
23928,,,,,,
23929,4.0,2.0,2.0,1028.0,2.0,4.0
23930,6.0,,,2400.0,2.0,1.0
23931,6.0,2.0,2.0,2876.0,2.0,1.0
23932,4.0,2.0,2.0,1500.0,2.0,2.0
23933,4.0,2.0,2.0,875.0,2.0,4.0
23934,,,,,,
23935,,,,,,
23936,4.0,,,1000.0,2.0,2.0
23937,4.0,2.0,2.0,1050.0,2.0,3.0
23938,4.0,2.0,2.0,1000.0,2.0,2.0
23939,2.0,2.0,2.0,394.0,2.0,2.0
23940,,,,,,
23941,6.0,4.0,2.0,2416.0,2.0,5.0
23942,5.0,4.0,2.0,1953.0,2.0,2.0
23943,6.0,2.0,2.0,2500.0,2.0,4.0
23944,2.0,4.0,2.0,255.0,2.0,5.0
23945,4.0,2.0,2.0,1097.0,2.0,4.0
23946,0.0,,,0.0,4.0,2.0
23947,4.0,2.0,2.0,1120.0,2.0,4.0
23948,7.0,4.0,2.0,5000.0,2.0,2.0
23949,2.0,,,394.0,2.0,2.0
23950,6.0,2.0,2.0,2900.0,2.0,5.0
23951,4.0,2.0,2.0,1066.0,2.0,2.0
23952,,,,,,
23953,4.0,2.0,2.0,1000.0,2.0,3.0
23954,7.0,2.0,2.0,4800.0,2.0,1.0
23955,2.0,2.0,2.0,360.0,2.0,5.0
23956,2.0,4.0,2.0,233.0,2.0,3.0
23957,3.0,2.0,2.0,753.0,2.0,5.0
23958,3.0,,,500.0,2.0,2.0
23959,3.0,2.0,2.0,573.0,2.0,3.0
23960,5.0,4.0,2.0,1700.0,2.0,1.0
23961,,,,,,
23962,2.0,,,270.0,2.0,1.0
23963,3.0,4.0,2.0,665.0,2.0,3.0
23964,2.0,4.0,2.0,394.0,2.0,1.0
23965,2.0,,,394.0,2.0,2.0
23966,3.0,2.0,2.0,537.0,2.0,3.0
23967,3.0,4.0,2.0,500.0,2.0,3.0
23968,1.0,4.0,2.0,157.0,2.0,3.0
23969,2.0,2.0,2.0,375.0,2.0,4.0
23970,3.0,4.0,2.0,491.0,2.0,1.0
23971,4.0,4.0,2.0,800.0,2.0,1.0
23972,4.0,2.0,2.0,1000.0,2.0,1.0
23973,1.0,4.0,2.0,75.0,2.0,3.0
23974,1.0,4.0,2.0,42.0,2.0,1.0
23975,3.0,4.0,2.0,425.0,2.0,3.0
23976,3.0,4.0,2.0,645.0,2.0,4.0
23977,4.0,,,794.0,2.0,2.0
23978,3.0,,,639.0,2.0,6.0
23979,,,,,,
23980,3.0,4.0,2.0,633.0,2.0,2.0
23981,3.0,2.0,2.0,657.0,2.0,5.0
23982,,,,,,
23983,3.0,,,788.0,2.0,1.0
23984,1.0,,,192.0,4.0,3.0
23985,,,,,,
23986,2.0,,,300.0,2.0,3.0
23987,2.0,,,300.0,2.0,2.0
23988,2.0,4.0,2.0,302.0,2.0,3.0
23989,2.0,2.0,2.0,320.0,2.0,3.0
23990,1.0,2.0,2.0,197.0,2.0,4.0
23991,2.0,2.0,2.0,300.0,2.0,1.0
23992,,,,,,
23993,,,,,,
23994,3.0,2.0,2.0,420.0,2.0,2.0
23995,,,,,,
23996,,,,,,
23997,4.0,2.0,2.0,825.0,2.0,3.0
23998,4.0,,,835.0,2.0,2.0
23999,2.0,2.0,2.0,383.0,2.0,4.0
24000,3.0,,,500.0,4.0,2.0
24001,3.0,,,788.0,2.0,1.0
24002,1.0,4.0,2.0,29.0,2.0,3.0
24003,,,,,,
24004,2.0,,,308.0,2.0,3.0
24005,1.0,2.0,2.0,157.0,2.0,4.0
24006,4.0,4.0,2.0,816.0,2.0,2.0
24007,,,,,,
24008,4.0,,,868.0,2.0,2.0
24009,2.0,4.0,2.0,380.0,2.0,1.0
24010,4.0,,,1410.0,2.0,2.0
24011,3.0,,,525.0,2.0,3.0
24012,4.0,,,894.0,2.0,2.0
24013,,,,,,
24014,,,,,,
24015,3.0,2.0,2.0,398.0,2.0,7.0
24016,99.0,,,999999999999.0,2.0,4.0
24017,4.0,,,1096.0,2.0,3.0
24018,3.0,4.0,2.0,490.0,2.0,4.0
24019,1.0,4.0,2.0,100.0,2.0,1.0
24020,4.0,2.0,2.0,1000.0,2.0,4.0
24021,3.0,4.0,2.0,595.0,2.0,3.0
24022,4.0,2.0,2.0,828.0,2.0,2.0
24023,1.0,4.0,2.0,152.0,2.0,5.0
24024,2.0,2.0,2.0,234.0,2.0,4.0
24025,2.0,,,306.0,2.0,1.0
24026,3.0,2.0,2.0,554.0,2.0,5.0
24027,2.0,4.0,2.0,296.0,2.0,2.0
24028,,,,,,
24029,2.0,4.0,2.0,216.0,2.0,1.0
24030,6.0,4.0,2.0,3880.0,2.0,4.0
24031,,,,,,
24032,3.0,4.0,2.0,690.0,2.0,4.0
24033,1.0,4.0,2.0,157.0,2.0,5.0
24034,2.0,4.0,2.0,336.0,2.0,5.0
24035,,,,,,
24036,4.0,2.0,2.0,1166.0,2.0,2.0
24037,3.0,4.0,2.0,522.0,2.0,3.0
24038,,,,,,
24039,7.0,2.0,2.0,6500.0,2.0,2.0
24040,4.0,2.0,2.0,1382.0,2.0,2.0
24041,4.0,,,985.0,2.0,2.0
24042,7.0,2.0,2.0,10000.0,2.0,1.0
24043,,,,,,
24044,4.0,2.0,2.0,1011.0,2.0,2.0
24045,4.0,2.0,2.0,1400.0,2.0,3.0
24046,2.0,,,262.0,2.0,3.0
24047,,,,,,
24048,3.0,2.0,2.0,625.0,2.0,3.0
24049,3.0,2.0,2.0,788.0,2.0,4.0
24050,,,,,,
24051,3.0,2.0,2.0,560.0,2.0,3.0
24052,2.0,,,394.0,2.0,2.0
24053,,,,,,
24054,4.0,4.0,2.0,870.0,2.0,4.0
24055,2.0,2.0,2.0,237.0,2.0,2.0
24056,5.0,2.0,2.0,1794.0,2.0,6.0
24057,3.0,,,644.0,2.0,2.0
24058,3.0,2.0,2.0,615.0,2.0,4.0
24059,3.0,2.0,2.0,436.0,2.0,7.0
24060,4.0,4.0,2.0,944.0,2.0,4.0
24061,6.0,2.0,2.0,2400.0,2.0,3.0
24062,5.0,2.0,2.0,2200.0,2.0,1.0
24063,6.0,2.0,2.0,3000.0,2.0,1.0
24064,4.0,4.0,2.0,1000.0,2.0,1.0
24065,6.0,2.0,2.0,2666.0,2.0,2.0
24066,7.0,,,4500.0,2.0,3.0
24067,,,,,,
24068,,,,,,
24069,3.0,2.0,2.0,700.0,2.0,6.0
24070,4.0,2.0,2.0,1350.0,2.0,4.0
24071,4.0,2.0,2.0,844.0,2.0,4.0
24072,4.0,2.0,4.0,1451.0,2.0,1.0
24073,,,,,,
24074,4.0,4.0,2.0,1166.0,2.0,3.0
24075,3.0,4.0,2.0,491.0,2.0,10.0
24076,2.0,4.0,2.0,345.0,2.0,5.0
24077,7.0,,,5750.0,2.0,2.0
24078,,,,,,
24079,3.0,4.0,2.0,788.0,2.0,2.0
24080,3.0,4.0,2.0,517.0,2.0,2.0
24081,,,,,,
24082,4.0,2.0,2.0,1000.0,2.0,2.0
24083,2.0,,,318.0,2.0,4.0
24084,,,,,,
24085,4.0,4.0,2.0,1100.0,2.0,4.0
24086,3.0,2.0,2.0,639.0,2.0,4.0
24087,4.0,4.0,2.0,1100.0,2.0,2.0
24088,6.0,4.0,2.0,2500.0,2.0,3.0
24089,3.0,2.0,2.0,696.0,2.0,3.0
24090,4.0,4.0,2.0,866.0,2.0,3.0
24091,5.0,4.0,2.0,2099.0,2.0,3.0
24092,,,,,,
24093,6.0,2.0,2.0,3633.0,2.0,3.0
24094,5.0,,,2000.0,2.0,2.0
24095,3.0,,,550.0,2.0,2.0
24096,,,,,,
24097,4.0,2.0,2.0,1394.0,2.0,2.0
24098,6.0,2.0,2.0,2875.0,2.0,4.0
24099,3.0,4.0,2.0,412.0,2.0,2.0
24100,3.0,2.0,2.0,664.0,2.0,5.0
24101,3.0,,,694.0,2.0,2.0
24102,2.0,4.0,2.0,390.0,2.0,6.0
24103,2.0,2.0,2.0,375.0,2.0,3.0
24104,2.0,4.0,2.0,212.0,2.0,3.0
24105,,,,,,
24106,2.0,2.0,2.0,375.0,2.0,4.0
24107,,,,,,
24108,,,,,,
24109,2.0,4.0,2.0,315.0,2.0,4.0
24110,2.0,,,394.0,2.0,2.0
24111,5.0,4.0,2.0,1750.0,2.0,2.0
24112,5.0,4.0,2.0,1653.0,2.0,3.0
24113,,,,,,
24114,,,,,,
24115,3.0,,,788.0,2.0,2.0
24116,4.0,4.0,2.0,875.0,2.0,2.0
24117,1.0,4.0,2.0,115.0,2.0,3.0
24118,,,,,,
24119,2.0,4.0,2.0,235.0,2.0,5.0
24120,,,,,,
24121,4.0,,,1500.0,2.0,1.0
24122,2.0,4.0,2.0,235.0,2.0,3.0
24123,1.0,4.0,2.0,131.0,2.0,1.0
24124,,,,,,
24125,3.0,4.0,2.0,513.0,2.0,3.0
24126,2.0,2.0,2.0,394.0,2.0,3.0
24127,3.0,4.0,2.0,537.0,2.0,2.0
24128,1.0,,,150.0,2.0,1.0
24129,2.0,4.0,2.0,362.0,2.0,3.0
24130,1.0,4.0,2.0,37.0,2.0,4.0
24131,3.0,4.0,2.0,611.0,2.0,4.0
24132,,,,,,
24133,3.0,2.0,2.0,600.0,2.0,2.0
24134,2.0,4.0,2.0,325.0,2.0,4.0
24135,,,,,,
24136,3.0,4.0,2.0,536.0,2.0,3.0
24137,4.0,4.0,2.0,1000.0,2.0,2.0
24138,3.0,4.0,2.0,432.0,2.0,2.0
24139,3.0,4.0,2.0,788.0,2.0,2.0
24140,3.0,,,500.0,2.0,4.0
24141,,,,,,
24142,,,,,,
24143,2.0,,,300.0,2.0,2.0
24144,3.0,4.0,2.0,634.0,2.0,3.0
24145,4.0,4.0,2.0,1100.0,2.0,1.0
24146,6.0,4.0,2.0,3386.0,2.0,2.0
24147,3.0,4.0,2.0,787.0,2.0,4.0
24148,2.0,4.0,2.0,279.0,2.0,3.0
24149,,,,,,
24150,1.0,4.0,2.0,35.0,2.0,2.0
24151,3.0,2.0,2.0,662.0,2.0,3.0
24152,2.0,4.0,2.0,367.0,2.0,3.0
24153,,,,,,
24154,4.0,,,789.0,4.0,1.0
24155,2.0,2.0,2.0,300.0,2.0,2.0
24156,,,,,,
24157,4.0,2.0,2.0,1000.0,2.0,3.0
24158,4.0,,,1500.0,2.0,1.0
24159,4.0,2.0,2.0,1166.0,2.0,2.0
24160,,,,,,
24161,6.0,2.0,2.0,3506.0,2.0,3.0
24162,,,,,,
24163,7.0,2.0,2.0,4900.0,2.0,4.0
24164,7.0,4.0,2.0,4100.0,2.0,2.0
24165,,,,,,
24166,,,,,,
24167,4.0,2.0,2.0,1239.0,2.0,2.0
24168,1.0,4.0,2.0,125.0,2.0,3.0
24169,4.0,4.0,2.0,1133.0,2.0,2.0
24170,,,,,,
24171,,,,,,
24172,3.0,4.0,2.0,533.0,2.0,3.0
24173,3.0,4.0,2.0,666.0,2.0,3.0
24174,2.0,4.0,2.0,300.0,2.0,1.0
24175,,,,,,
24176,,,,,,
24177,3.0,2.0,2.0,705.0,2.0,3.0
24178,3.0,2.0,2.0,520.0,2.0,6.0
24179,5.0,4.0,2.0,1600.0,2.0,1.0
24180,1.0,,,191.0,2.0,5.0
24181,4.0,4.0,2.0,912.0,2.0,2.0
24182,4.0,4.0,2.0,1000.0,2.0,1.0
24183,,,,,,
24184,,,,,,
24185,,,,,,
24186,7.0,2.0,2.0,5349.0,2.0,4.0
24187,,,,,,
24188,,,,,,
24189,,,,,,
24190,,,,,,
24191,,,,,,
24192,,,,,,
24193,7.0,2.0,2.0,23000.0,2.0,2.0
24194,99.0,2.0,2.0,999999999999.0,2.0,2.0
24195,,,,,,
24196,7.0,2.0,2.0,7820.0,2.0,4.0
24197,,,,,,
24198,7.0,2.0,2.0,30000.0,2.0,1.0
24199,5.0,4.0,2.0,1929.0,2.0,2.0
24200,,,,,,
24201,3.0,4.0,2.0,400.0,2.0,2.0
24202,4.0,2.0,2.0,865.0,2.0,2.0
24203,4.0,4.0,2.0,1250.0,2.0,2.0
24204,,,,,,
24205,6.0,2.0,2.0,2536.0,2.0,2.0
24206,6.0,4.0,2.0,2550.0,2.0,2.0
24207,,,,,,
24208,5.0,2.0,2.0,1750.0,2.0,2.0
24209,5.0,2.0,2.0,2000.0,2.0,1.0
24210,6.0,2.0,2.0,2900.0,2.0,2.0
24211,,,,,,
24212,4.0,2.0,2.0,894.0,2.0,3.0
24213,,,,,,
24214,4.0,2.0,2.0,1200.0,2.0,1.0
24215,6.0,4.0,2.0,2893.0,2.0,2.0
24216,,,,,,
24217,2.0,4.0,2.0,328.0,2.0,2.0
24218,3.0,4.0,2.0,484.0,2.0,5.0
24219,3.0,,,565.0,2.0,3.0
24220,3.0,,,788.0,4.0,1.0
24221,5.0,,,1694.0,2.0,2.0
24222,1.0,,,160.0,4.0,2.0
24223,2.0,4.0,2.0,200.0,2.0,2.0
24224,2.0,4.0,2.0,262.0,2.0,3.0
24225,,,,,,
24226,4.0,,,1300.0,2.0,1.0
24227,2.0,4.0,2.0,306.0,2.0,1.0
24228,2.0,2.0,2.0,262.0,2.0,3.0
24229,3.0,2.0,2.0,535.0,2.0,4.0
24230,2.0,2.0,2.0,263.0,2.0,3.0
24231,3.0,4.0,2.0,612.0,2.0,5.0
24232,6.0,,,3000.0,2.0,1.0
24233,4.0,,,938.0,2.0,2.0
24234,1.0,4.0,2.0,100.0,2.0,3.0
24235,,,,,,
24236,,,,,,
24237,,,,,,
24238,6.0,2.0,2.0,2457.0,2.0,4.0
24239,6.0,2.0,2.0,3266.0,2.0,3.0
24240,3.0,4.0,2.0,520.0,2.0,5.0
24241,3.0,2.0,2.0,766.0,2.0,3.0
24242,4.0,2.0,2.0,1115.0,2.0,5.0
24243,,,,,,
24244,4.0,2.0,2.0,1250.0,2.0,4.0
24245,4.0,2.0,2.0,1500.0,2.0,3.0
24246,4.0,2.0,2.0,1366.0,2.0,6.0
24247,5.0,2.0,2.0,2250.0,2.0,3.0
24248,4.0,2.0,2.0,1366.0,2.0,2.0
24249,4.0,4.0,2.0,1107.0,2.0,2.0
24250,,,,,,
24251,6.0,2.0,2.0,2500.0,2.0,4.0
24252,4.0,4.0,2.0,1566.0,2.0,3.0
24253,6.0,2.0,2.0,3141.0,2.0,3.0
24254,,,,,,
24255,7.0,4.0,2.0,5333.0,2.0,3.0
24256,6.0,4.0,2.0,3000.0,2.0,2.0
24257,7.0,2.0,2.0,9333.0,2.0,3.0
24258,4.0,4.0,2.0,1433.0,2.0,3.0
24259,5.0,2.0,2.0,2333.0,2.0,2.0
24260,7.0,2.0,2.0,5333.0,2.0,2.0
24261,99.0,2.0,2.0,999999999999.0,2.0,4.0
24262,7.0,2.0,2.0,4129.0,2.0,5.0
24263,7.0,2.0,2.0,6225.0,2.0,4.0
24264,7.0,2.0,2.0,10650.0,2.0,2.0
24265,2.0,4.0,2.0,370.0,2.0,2.0
24266,2.0,,,394.0,2.0,2.0
24267,4.0,4.0,2.0,1123.0,2.0,3.0
24268,1.0,4.0,2.0,170.0,2.0,3.0
24269,2.0,,,366.0,2.0,2.0
24270,3.0,4.0,2.0,692.0,2.0,5.0
24271,3.0,4.0,2.0,559.0,2.0,2.0
24272,3.0,2.0,2.0,433.0,2.0,2.0
24273,,,,,,
24274,1.0,,,130.0,2.0,2.0
24275,3.0,,,402.0,2.0,2.0
24276,4.0,4.0,2.0,925.0,2.0,2.0
24277,3.0,4.0,2.0,597.0,2.0,4.0
24278,3.0,,,422.0,2.0,3.0
24279,3.0,2.0,2.0,522.0,2.0,2.0
24280,3.0,,,563.0,2.0,3.0
24281,3.0,,,700.0,2.0,2.0
24282,,,,,,
24283,4.0,2.0,2.0,1519.0,2.0,4.0
24284,4.0,4.0,2.0,1144.0,2.0,2.0
24285,3.0,,,788.0,2.0,1.0
24286,3.0,,,777.0,2.0,8.0
24287,2.0,4.0,2.0,264.0,2.0,6.0
24288,3.0,4.0,2.0,750.0,2.0,2.0
24289,5.0,2.0,2.0,2275.0,2.0,2.0
24290,7.0,2.0,2.0,4000.0,2.0,2.0
24291,7.0,2.0,4.0,5000.0,2.0,1.0
24292,4.0,2.0,2.0,1375.0,2.0,3.0
24293,,,,,,
24294,3.0,,,406.0,2.0,1.0
24295,2.0,4.0,2.0,288.0,2.0,2.0
24296,1.0,,,182.0,2.0,2.0
24297,4.0,4.0,2.0,1074.0,2.0,2.0
24298,1.0,4.0,2.0,186.0,2.0,4.0
24299,2.0,4.0,2.0,306.0,2.0,6.0
24300,4.0,,,1488.0,2.0,1.0
24301,7.0,4.0,2.0,8000.0,2.0,1.0
24302,2.0,,,216.0,2.0,5.0
24303,,,,,,
24304,3.0,2.0,2.0,447.0,2.0,2.0
24305,,,,,,
24306,4.0,,,874.0,2.0,2.0
24307,1.0,,,178.0,2.0,3.0
24308,2.0,4.0,2.0,260.0,2.0,3.0
24309,4.0,,,800.0,2.0,1.0
24310,3.0,,,423.0,2.0,2.0
24311,2.0,,,285.0,2.0,4.0
24312,4.0,2.0,2.0,1108.0,2.0,2.0
24313,4.0,,,1138.0,2.0,2.0
24314,3.0,,,596.0,2.0,3.0
24315,2.0,,,311.0,2.0,1.0
24316,2.0,,,290.0,2.0,6.0
24317,1.0,,,112.0,2.0,1.0
24318,1.0,,,197.0,2.0,3.0
24319,1.0,,,187.0,2.0,3.0
24320,2.0,,,233.0,2.0,2.0
24321,1.0,,,110.0,2.0,5.0
24322,2.0,4.0,2.0,366.0,2.0,3.0
24323,5.0,2.0,2.0,1625.0,2.0,2.0
24324,,,,,,
24325,1.0,,,197.0,2.0,4.0
24326,2.0,,,274.0,2.0,3.0
24327,3.0,,,509.0,2.0,3.0
24328,3.0,4.0,2.0,788.0,2.0,2.0
24329,3.0,,,694.0,2.0,2.0
24330,3.0,,,788.0,2.0,1.0
24331,2.0,,,322.0,2.0,3.0
24332,2.0,,,330.0,4.0,1.0
24333,3.0,,,635.0,2.0,2.0
24334,1.0,,,77.0,2.0,1.0
24335,3.0,,,788.0,2.0,2.0
24336,4.0,2.0,2.0,847.0,2.0,5.0
24337,2.0,,,371.0,2.0,3.0
24338,3.0,4.0,2.0,602.0,2.0,4.0
24339,3.0,,,422.0,2.0,4.0
24340,2.0,,,322.0,2.0,2.0
24341,1.0,4.0,2.0,123.0,2.0,2.0
24342,2.0,,,242.0,2.0,4.0
24343,3.0,,,494.0,2.0,4.0
24344,2.0,,,230.0,2.0,4.0
24345,3.0,,,778.0,4.0,1.0
24346,3.0,4.0,2.0,788.0,2.0,2.0
24347,3.0,,,788.0,4.0,2.0
24348,1.0,,,135.0,2.0,4.0
24349,,,,,,
24350,1.0,,,90.0,2.0,3.0
24351,1.0,,,83.0,4.0,3.0
24352,3.0,,,550.0,4.0,2.0
24353,2.0,,,289.0,2.0,3.0
24354,,,,,,
24355,2.0,,,342.0,4.0,2.0
24356,2.0,,,309.0,2.0,3.0
24357,3.0,,,430.0,2.0,3.0
24358,2.0,,,337.0,2.0,4.0
24359,2.0,,,200.0,2.0,1.0
24360,1.0,2.0,4.0,165.0,2.0,6.0
24361,,,,,,
24362,,,,,,
24363,2.0,,,305.0,2.0,2.0
24364,1.0,4.0,2.0,194.0,2.0,2.0
24365,2.0,,,285.0,2.0,2.0
24366,3.0,,,426.0,2.0,4.0
24367,4.0,,,1333.0,2.0,2.0
24368,2.0,,,288.0,2.0,3.0
24369,1.0,,,75.0,2.0,2.0
